id,original_url,source_page,original_filename,local_path,size_bytes,format,category,classification,language_context,alt_text,visual_subject,current_usage,rights_or_provenance_note,replacement_strategy,replacement_asset,status
CBOS-AST-0117,https://cbos.gov.sd/sites/default/files/styles/publications_255_x_171/public/CBOS%2520logo%2520Black_6_17_10_1_38_24.jpg?itok=_gArIu2Z,https://cbos.gov.sd/ar/periodicals-publications,CBOS%2520logo%2520Black_6_17_10_1_38_24.jpg,cbos-source-assets/original/other/other_117_CBOS%2520logo%2520Black_6_17_10_1_38_24.jpg,47306,jpg,other,CATEGORY 1 — OFFICIAL / DOCUMENTARY ASSET,ar,,CBOS%2520logo%2520Black 6 17 10 1 38 24.jpg,ar_pub,Central Bank of Sudan Official Website Public Asset,PRESERVE,,PRESERVE
CBOS-AST-0118,https://cbos.gov.sd/sites/default/files/styles/publications_255_x_171/public/CBOS%2520logo%2520Black_6_17_10_1_38_22.jpg?itok=giGWdYla,https://cbos.gov.sd/ar/periodicals-publications,CBOS%2520logo%2520Black_6_17_10_1_38_22.jpg,cbos-source-assets/original/other/other_118_CBOS%2520logo%2520Black_6_17_10_1_38_22.jpg,47306,jpg,other,CATEGORY 1 — OFFICIAL / DOCUMENTARY ASSET,ar,,CBOS%2520logo%2520Black 6 17 10 1 38 22.jpg,ar_pub,Central Bank of Sudan Official Website Public Asset,PRESERVE,,PRESERVE
CBOS-AST-0119,https://cbos.gov.sd/sites/default/files/styles/publications_255_x_171/public/CBOS%2520logo%2520Black_6_17_10_1_38_21.jpg?itok=YNj6vNpS,https://cbos.gov.sd/ar/periodicals-publications,CBOS%2520logo%2520Black_6_17_10_1_38_21.jpg,cbos-source-assets/original/other/other_119_CBOS%2520logo%2520Black_6_17_10_1_38_21.jpg,45732,jpg,other,CATEGORY 1 — OFFICIAL / DOCUMENTARY ASSET,ar,,CBOS%2520logo%2520Black 6 17 10 1 38 21.jpg,ar_pub,Central Bank of Sudan Official Website Public Asset,PRESERVE,,PRESERVE
CBOS-AST-0120,https://cbos.gov.sd/sites/default/files/styles/publications_255_x_171/public/CBOS%2520logo%2520Black_6_17_10_1_38_20.jpg?itok=gEr_C8xy,https://cbos.gov.sd/ar/periodicals-publications,CBOS%2520logo%2520Black_6_17_10_1_38_20.jpg,cbos-source-assets/original/other/other_120_CBOS%2520logo%2520Black_6_17_10_1_38_20.jpg,45732,jpg,other,CATEGORY 1 — OFFICIAL / DOCUMENTARY ASSET,ar,,CBOS%2520logo%2520Black 6 17 10 1 38 20.jpg,ar_pub,Central Bank of Sudan Official Website Public Asset,PRESERVE,,PRESERVE
CBOS-AST-0121,https://cbos.gov.sd/sites/default/files/styles/publications_255_x_171/public/CBOS%2520logo%2520Black_6_17_10_1_47_7.jpg?itok=BWaCZhG5,https://cbos.gov.sd/ar/periodicals-publications,CBOS%2520logo%2520Black_6_17_10_1_47_7.jpg,cbos-source-assets/original/other/other_121_CBOS%2520logo%2520Black_6_17_10_1_47_7.jpg,45595,jpg,other,CATEGORY 1 — OFFICIAL / DOCUMENTARY ASSET,ar,,CBOS%2520logo%2520Black 6 17 10 1 47 7.jpg,ar_pub,Central Bank of Sudan Official Website Public Asset,PRESERVE,,PRESERVE
CBOS-AST-0122,https://cbos.gov.sd/sites/default/files/styles/publications_255_x_171/public/CBOS%2520logo%2520Black_6_17_10_1_54.jpg?itok=nw2twF-z,https://cbos.gov.sd/ar/periodicals-publications,CBOS%2520logo%2520Black_6_17_10_1_54.jpg,cbos-source-assets/original/other/other_122_CBOS%2520logo%2520Black_6_17_10_1_54.jpg,45595,jpg,other,CATEGORY 1 — OFFICIAL / DOCUMENTARY ASSET,ar,,CBOS%2520logo%2520Black 6 17 10 1 54.jpg,ar_pub,Central Bank of Sudan Official Website Public Asset,PRESERVE,,PRESERVE
CBOS-AST-0123,https://cbos.gov.sd/sites/default/files/styles/publications_255_x_171/public/CBOS%2520logo%2520Black_6_17_10_1_47_5.jpg?itok=F1f2T17j,https://cbos.gov.sd/ar/periodicals-publications,CBOS%2520logo%2520Black_6_17_10_1_47_5.jpg,cbos-source-assets/original/other/other_123_CBOS%2520logo%2520Black_6_17_10_1_47_5.jpg,45595,jpg,other,CATEGORY 1 — OFFICIAL / DOCUMENTARY ASSET,ar,,CBOS%2520logo%2520Black 6 17 10 1 47 5.jpg,ar_pub,Central Bank of Sudan Official Website Public Asset,PRESERVE,,PRESERVE
CBOS-AST-0124,https://cbos.gov.sd/sites/default/files/styles/publications_255_x_171/public/CBOS%2520logo%2520Black_6_17_10_1_53.jpg?itok=QjJ3WHTy,https://cbos.gov.sd/ar/periodicals-publications,CBOS%2520logo%2520Black_6_17_10_1_53.jpg,cbos-source-assets/original/other/other_124_CBOS%2520logo%2520Black_6_17_10_1_53.jpg,45595,jpg,other,CATEGORY 1 — OFFICIAL / DOCUMENTARY ASSET,ar,,CBOS%2520logo%2520Black 6 17 10 1 53.jpg,ar_pub,Central Bank of Sudan Official Website Public Asset,PRESERVE,,PRESERVE
CBOS-AST-0125,https://cbos.gov.sd/sites/default/files/styles/publications_255_x_171/public/CBOS%2520logo%2520Black_6_17_10_1_52.jpg?itok=AGKyl36A,https://cbos.gov.sd/ar/periodicals-publications,CBOS%2520logo%2520Black_6_17_10_1_52.jpg,cbos-source-assets/original/other/other_125_CBOS%2520logo%2520Black_6_17_10_1_52.jpg,45595,jpg,other,CATEGORY 1 — OFFICIAL / DOCUMENTARY ASSET,ar,,CBOS%2520logo%2520Black 6 17 10 1 52.jpg,ar_pub,Central Bank of Sudan Official Website Public Asset,PRESERVE,,PRESERVE
CBOS-AST-0126,https://cbos.gov.sd/sites/default/files/styles/publications_255_x_171/public/CBOS%2520logo%2520Black_6_17_10_1_38_19.jpg?itok=xmbYNMfX,https://cbos.gov.sd/ar/periodicals-publications,CBOS%2520logo%2520Black_6_17_10_1_38_19.jpg,cbos-source-assets/original/other/other_126_CBOS%2520logo%2520Black_6_17_10_1_38_19.jpg,45732,jpg,other,CATEGORY 1 — OFFICIAL / DOCUMENTARY ASSET,ar,,CBOS%2520logo%2520Black 6 17 10 1 38 19.jpg,ar_pub,Central Bank of Sudan Official Website Public Asset,PRESERVE,,PRESERVE
CBOS-AST-0127,https://cbos.gov.sd/sites/default/files/styles/publications_255_x_171/public/CBOS%2520logo%2520Black_6_17_10_1_50.jpg?itok=K9o_Wk71,https://cbos.gov.sd/ar/periodicals-publications,CBOS%2520logo%2520Black_6_17_10_1_50.jpg,cbos-source-assets/original/other/other_127_CBOS%2520logo%2520Black_6_17_10_1_50.jpg,45595,jpg,other,CATEGORY 1 — OFFICIAL / DOCUMENTARY ASSET,ar,,CBOS%2520logo%2520Black 6 17 10 1 50.jpg,ar_pub,Central Bank of Sudan Official Website Public Asset,PRESERVE,,PRESERVE
CBOS-AST-0128,https://cbos.gov.sd/sites/default/files/styles/publications_255_x_171/public/CBOS%2520logo%2520Black_6_17_10_1_48.jpg?itok=rQPOpxTO,https://cbos.gov.sd/ar/periodicals-publications,CBOS%2520logo%2520Black_6_17_10_1_48.jpg,cbos-source-assets/original/other/other_128_CBOS%2520logo%2520Black_6_17_10_1_48.jpg,45595,jpg,other,CATEGORY 1 — OFFICIAL / DOCUMENTARY ASSET,ar,,CBOS%2520logo%2520Black 6 17 10 1 48.jpg,ar_pub,Central Bank of Sudan Official Website Public Asset,PRESERVE,,PRESERVE
CBOS-AST-0129,https://cbos.gov.sd/sites/default/files/styles/publications_255_x_171/public/CBOS%2520logo%2520Black_6_17_10_1_47_2.jpg?itok=_AJF4z1C,https://cbos.gov.sd/ar/periodicals-publications,CBOS%2520logo%2520Black_6_17_10_1_47_2.jpg,cbos-source-assets/original/other/other_129_CBOS%2520logo%2520Black_6_17_10_1_47_2.jpg,45595,jpg,other,CATEGORY 1 — OFFICIAL / DOCUMENTARY ASSET,ar,,CBOS%2520logo%2520Black 6 17 10 1 47 2.jpg,ar_pub,Central Bank of Sudan Official Website Public Asset,PRESERVE,,PRESERVE
CBOS-AST-0130,https://cbos.gov.sd/sites/default/files/styles/publications_255_x_171/public/CBOS%2520logo%2520Black_6_17_10_1_47_1.jpg?itok=pE_S2dPv,https://cbos.gov.sd/ar/periodicals-publications,CBOS%2520logo%2520Black_6_17_10_1_47_1.jpg,cbos-source-assets/original/other/other_130_CBOS%2520logo%2520Black_6_17_10_1_47_1.jpg,45595,jpg,other,CATEGORY 1 — OFFICIAL / DOCUMENTARY ASSET,ar,,CBOS%2520logo%2520Black 6 17 10 1 47 1.jpg,ar_pub,Central Bank of Sudan Official Website Public Asset,PRESERVE,,PRESERVE
CBOS-AST-0131,https://cbos.gov.sd/sites/default/files/styles/publications_255_x_171/public/CBOS%2520logo%2520Black_6_17_10_1_49.jpg?itok=OcHxrCyx,https://cbos.gov.sd/ar/periodicals-publications,CBOS%2520logo%2520Black_6_17_10_1_49.jpg,cbos-source-assets/original/other/other_131_CBOS%2520logo%2520Black_6_17_10_1_49.jpg,45595,jpg,other,CATEGORY 1 — OFFICIAL / DOCUMENTARY ASSET,ar,,CBOS%2520logo%2520Black 6 17 10 1 49.jpg,ar_pub,Central Bank of Sudan Official Website Public Asset,PRESERVE,,PRESERVE
CBOS-AST-0132,https://cbos.gov.sd/sites/default/files/styles/publications_255_x_171/public/CBOS%2520logo%2520Black_6_17_10_1_47.jpg?itok=aX0gh3CW,https://cbos.gov.sd/ar/periodicals-publications,CBOS%2520logo%2520Black_6_17_10_1_47.jpg,cbos-source-assets/original/other/other_132_CBOS%2520logo%2520Black_6_17_10_1_47.jpg,45595,jpg,other,CATEGORY 1 — OFFICIAL / DOCUMENTARY ASSET,ar,,CBOS%2520logo%2520Black 6 17 10 1 47.jpg,ar_pub,Central Bank of Sudan Official Website Public Asset,PRESERVE,,PRESERVE
CBOS-AST-0133,https://cbos.gov.sd/sites/default/files/styles/publications_255_x_171/public/CBOS%2520logo%2520Black_6_17_10_1_38_14.jpg?itok=8laZKJMu,https://cbos.gov.sd/ar/periodicals-publications,CBOS%2520logo%2520Black_6_17_10_1_38_14.jpg,cbos-source-assets/original/other/other_133_CBOS%2520logo%2520Black_6_17_10_1_38_14.jpg,45732,jpg,other,CATEGORY 1 — OFFICIAL / DOCUMENTARY ASSET,ar,,CBOS%2520logo%2520Black 6 17 10 1 38 14.jpg,ar_pub,Central Bank of Sudan Official Website Public Asset,PRESERVE,,PRESERVE
CBOS-AST-0134,https://cbos.gov.sd/sites/default/files/styles/publications_255_x_171/public/CBOS%2520logo%2520Black_6_17_10_1_38_13.jpg?itok=2FItvrty,https://cbos.gov.sd/ar/periodicals-publications,CBOS%2520logo%2520Black_6_17_10_1_38_13.jpg,cbos-source-assets/original/other/other_134_CBOS%2520logo%2520Black_6_17_10_1_38_13.jpg,45732,jpg,other,CATEGORY 1 — OFFICIAL / DOCUMENTARY ASSET,ar,,CBOS%2520logo%2520Black 6 17 10 1 38 13.jpg,ar_pub,Central Bank of Sudan Official Website Public Asset,PRESERVE,,PRESERVE
CBOS-AST-0135,https://cbos.gov.sd/sites/default/files/styles/publications_255_x_171/public/CBOS%2520logo%2520Black_6_17_10_1_38_12.jpg?itok=xCqmThCy,https://cbos.gov.sd/ar/periodicals-publications,CBOS%2520logo%2520Black_6_17_10_1_38_12.jpg,cbos-source-assets/original/other/other_135_CBOS%2520logo%2520Black_6_17_10_1_38_12.jpg,45732,jpg,other,CATEGORY 1 — OFFICIAL / DOCUMENTARY ASSET,ar,,CBOS%2520logo%2520Black 6 17 10 1 38 12.jpg,ar_pub,Central Bank of Sudan Official Website Public Asset,PRESERVE,,PRESERVE
CBOS-AST-0136,https://cbos.gov.sd/sites/default/files/styles/publications_255_x_171/public/CBOS%2520logo%2520Black_6_17_10_1_38_11.jpg?itok=HDin-GfJ,https://cbos.gov.sd/ar/periodicals-publications,CBOS%2520logo%2520Black_6_17_10_1_38_11.jpg,cbos-source-assets/original/other/other_136_CBOS%2520logo%2520Black_6_17_10_1_38_11.jpg,45732,jpg,other,CATEGORY 1 — OFFICIAL / DOCUMENTARY ASSET,ar,,CBOS%2520logo%2520Black 6 17 10 1 38 11.jpg,ar_pub,Central Bank of Sudan Official Website Public Asset,PRESERVE,,PRESERVE
CBOS-AST-0137,https://cbos.gov.sd/sites/default/files/styles/publications_255_x_171/public/CBOS%2520logo%2520Black_6_17_10_1_38_10.jpg?itok=_OL9hGQT,https://cbos.gov.sd/ar/periodicals-publications,CBOS%2520logo%2520Black_6_17_10_1_38_10.jpg,cbos-source-assets/original/other/other_137_CBOS%2520logo%2520Black_6_17_10_1_38_10.jpg,45732,jpg,other,CATEGORY 1 — OFFICIAL / DOCUMENTARY ASSET,ar,,CBOS%2520logo%2520Black 6 17 10 1 38 10.jpg,ar_pub,Central Bank of Sudan Official Website Public Asset,PRESERVE,,PRESERVE
CBOS-AST-0138,https://cbos.gov.sd/sites/default/files/styles/publications_255_x_171/public/CBOS%2520logo%2520Black_6_17_10_1_38_9.jpg?itok=W9zJuke9,https://cbos.gov.sd/ar/periodicals-publications,CBOS%2520logo%2520Black_6_17_10_1_38_9.jpg,cbos-source-assets/original/other/other_138_CBOS%2520logo%2520Black_6_17_10_1_38_9.jpg,45732,jpg,other,CATEGORY 1 — OFFICIAL / DOCUMENTARY ASSET,ar,,CBOS%2520logo%2520Black 6 17 10 1 38 9.jpg,ar_pub,Central Bank of Sudan Official Website Public Asset,PRESERVE,,PRESERVE
CBOS-AST-0139,https://cbos.gov.sd/sites/default/files/styles/publications_255_x_171/public/CBOS%2520logo%2520Black_6_17_10_1_38_8.jpg?itok=UahW20_w,https://cbos.gov.sd/ar/periodicals-publications,CBOS%2520logo%2520Black_6_17_10_1_38_8.jpg,cbos-source-assets/original/other/other_139_CBOS%2520logo%2520Black_6_17_10_1_38_8.jpg,45732,jpg,other,CATEGORY 1 — OFFICIAL / DOCUMENTARY ASSET,ar,,CBOS%2520logo%2520Black 6 17 10 1 38 8.jpg,ar_pub,Central Bank of Sudan Official Website Public Asset,PRESERVE,,PRESERVE
CBOS-AST-0140,https://cbos.gov.sd/sites/default/files/styles/publications_255_x_171/public/CBOS%2520logo%2520Black_6_17_10_1_38_7.jpg?itok=KWqohLOI,https://cbos.gov.sd/ar/periodicals-publications,CBOS%2520logo%2520Black_6_17_10_1_38_7.jpg,cbos-source-assets/original/other/other_140_CBOS%2520logo%2520Black_6_17_10_1_38_7.jpg,45732,jpg,other,CATEGORY 1 — OFFICIAL / DOCUMENTARY ASSET,ar,,CBOS%2520logo%2520Black 6 17 10 1 38 7.jpg,ar_pub,Central Bank of Sudan Official Website Public Asset,PRESERVE,,PRESERVE
CBOS-AST-0141,https://cbos.gov.sd/sites/default/files/styles/publications_255_x_171/public/CBOS%2520logo%2520Black_6_17_10_1_38_5.jpg?itok=6ZpemkQL,https://cbos.gov.sd/ar/periodicals-publications,CBOS%2520logo%2520Black_6_17_10_1_38_5.jpg,cbos-source-assets/original/other/other_141_CBOS%2520logo%2520Black_6_17_10_1_38_5.jpg,45732,jpg,other,CATEGORY 1 — OFFICIAL / DOCUMENTARY ASSET,ar,,CBOS%2520logo%2520Black 6 17 10 1 38 5.jpg,ar_pub,Central Bank of Sudan Official Website Public Asset,PRESERVE,,PRESERVE
CBOS-AST-0142,https://cbos.gov.sd/sites/default/files/styles/publications_255_x_171/public/CBOS%2520logo%2520Black_6_17_10_1_38_2.jpg?itok=fsJ4rfzB,https://cbos.gov.sd/ar/periodicals-publications,CBOS%2520logo%2520Black_6_17_10_1_38_2.jpg,cbos-source-assets/original/other/other_142_CBOS%2520logo%2520Black_6_17_10_1_38_2.jpg,45732,jpg,other,CATEGORY 1 — OFFICIAL / DOCUMENTARY ASSET,ar,,CBOS%2520logo%2520Black 6 17 10 1 38 2.jpg,ar_pub,Central Bank of Sudan Official Website Public Asset,PRESERVE,,PRESERVE
CBOS-AST-0143,https://cbos.gov.sd/sites/default/files/styles/publications_255_x_171/public/CBOS%20logo%20Black_6_17_9_0_34_2.jpg?itok=5QKDIdEF,https://cbos.gov.sd/ar/periodicals-publications,CBOS%20logo%20Black_6_17_9_0_34_2.jpg,cbos-source-assets/original/other/other_143_CBOS%20logo%20Black_6_17_9_0_34_2.jpg,45732,jpg,other,CATEGORY 1 — OFFICIAL / DOCUMENTARY ASSET,ar,,CBOS%20logo%20Black 6 17 9 0 34 2.jpg,ar_pub,Central Bank of Sudan Official Website Public Asset,PRESERVE,,PRESERVE
CBOS-AST-0144,https://cbos.gov.sd/sites/default/files/styles/publications_255_x_171/public/CBOS%20logo%20Black_6_17_9_0_34_0.jpg?itok=HSnDLpPg,https://cbos.gov.sd/ar/periodicals-publications,CBOS%20logo%20Black_6_17_9_0_34_0.jpg,cbos-source-assets/original/other/other_144_CBOS%20logo%20Black_6_17_9_0_34_0.jpg,45732,jpg,other,CATEGORY 1 — OFFICIAL / DOCUMENTARY ASSET,ar,,CBOS%20logo%20Black 6 17 9 0 34 0.jpg,ar_pub,Central Bank of Sudan Official Website Public Asset,PRESERVE,,PRESERVE
CBOS-AST-0145,https://cbos.gov.sd/sites/default/files/styles/publications_255_x_171/public/CBOS%20logo%20Black_6_17_9_0_34.jpg?itok=TLM7DV1h,https://cbos.gov.sd/ar/periodicals-publications,CBOS%20logo%20Black_6_17_9_0_34.jpg,cbos-source-assets/original/other/other_145_CBOS%20logo%20Black_6_17_9_0_34.jpg,45595,jpg,other,CATEGORY 1 — OFFICIAL / DOCUMENTARY ASSET,ar,,CBOS%20logo%20Black 6 17 9 0 34.jpg,ar_pub,Central Bank of Sudan Official Website Public Asset,PRESERVE,,PRESERVE
CBOS-AST-0146,https://cbos.gov.sd/sites/default/files/styles/publications_255_x_171/public/CBOS%2520logo%2520Black_6_17_10_1_38_4.jpg?itok=9aZkuLnv,https://cbos.gov.sd/ar/periodicals-publications,CBOS%2520logo%2520Black_6_17_10_1_38_4.jpg,cbos-source-assets/original/other/other_146_CBOS%2520logo%2520Black_6_17_10_1_38_4.jpg,45732,jpg,other,CATEGORY 1 — OFFICIAL / DOCUMENTARY ASSET,ar,,CBOS%2520logo%2520Black 6 17 10 1 38 4.jpg,ar_pub,Central Bank of Sudan Official Website Public Asset,PRESERVE,,PRESERVE
CBOS-AST-0147,https://cbos.gov.sd/sites/default/files/styles/publications_255_x_171/public/MFU_2_0.jpg?itok=D7nQiPbr,https://cbos.gov.sd/ar/periodicals-publications,MFU_2_0.jpg,cbos-source-assets/original/other/other_147_MFU_2_0.jpg,31311,jpg,other,CATEGORY 2 — EDITORIAL / ATMOSPHERIC,ar,,MFU 2 0.jpg,ar_pub,Central Bank of Sudan Official Website Public Asset,REVIEW,,REVIEW
CBOS-AST-0148,https://cbos.gov.sd/sites/default/files/styles/publications_255_x_171/public/CBOS%2520logo%2520Black_6_17_10_1_38_3.jpg?itok=afglaCme,https://cbos.gov.sd/ar/periodicals-publications,CBOS%2520logo%2520Black_6_17_10_1_38_3.jpg,cbos-source-assets/original/other/other_148_CBOS%2520logo%2520Black_6_17_10_1_38_3.jpg,45732,jpg,other,CATEGORY 1 — OFFICIAL / DOCUMENTARY ASSET,ar,,CBOS%2520logo%2520Black 6 17 10 1 38 3.jpg,ar_pub,Central Bank of Sudan Official Website Public Asset,PRESERVE,,PRESERVE
CBOS-AST-0149,https://cbos.gov.sd/sites/default/files/styles/publications_255_x_171/public/CBOS%2520logo%2520Black_6_17_10_1_45.jpg?itok=GGGz-gY2,https://cbos.gov.sd/ar/periodicals-publications,CBOS%2520logo%2520Black_6_17_10_1_45.jpg,cbos-source-assets/original/other/other_149_CBOS%2520logo%2520Black_6_17_10_1_45.jpg,45595,jpg,other,CATEGORY 1 — OFFICIAL / DOCUMENTARY ASSET,ar,,CBOS%2520logo%2520Black 6 17 10 1 45.jpg,ar_pub,Central Bank of Sudan Official Website Public Asset,PRESERVE,,PRESERVE
CBOS-AST-0150,https://cbos.gov.sd/sites/default/files/styles/publications_255_x_171/public/image001.png?itok=iXSMk2fE,https://cbos.gov.sd/ar/periodicals-publications,image001.png,cbos-source-assets/original/other/other_150_image001.png,41205,png,other,CATEGORY 2 — EDITORIAL / ATMOSPHERIC,ar,,image001.png,ar_pub,Central Bank of Sudan Official Website Public Asset,REVIEW,,REVIEW
CBOS-AST-0151,https://cbos.gov.sd/sites/default/files/styles/publications_255_x_171/public/CBOS%2520logo%2520Black_6_17_10_1_38_0.jpg?itok=0_xbylJP,https://cbos.gov.sd/ar/periodicals-publications,CBOS%2520logo%2520Black_6_17_10_1_38_0.jpg,cbos-source-assets/original/other/other_151_CBOS%2520logo%2520Black_6_17_10_1_38_0.jpg,45732,jpg,other,CATEGORY 1 — OFFICIAL / DOCUMENTARY ASSET,ar,,CBOS%2520logo%2520Black 6 17 10 1 38 0.jpg,ar_pub,Central Bank of Sudan Official Website Public Asset,PRESERVE,,PRESERVE
CBOS-AST-0152,https://cbos.gov.sd/sites/default/files/styles/publications_255_x_171/public/CBOS%2520logo%2520Black_6_17_10_1_44.jpg?itok=wr9-hnp_,https://cbos.gov.sd/ar/periodicals-publications,CBOS%2520logo%2520Black_6_17_10_1_44.jpg,cbos-source-assets/original/other/other_152_CBOS%2520logo%2520Black_6_17_10_1_44.jpg,45595,jpg,other,CATEGORY 1 — OFFICIAL / DOCUMENTARY ASSET,ar,,CBOS%2520logo%2520Black 6 17 10 1 44.jpg,ar_pub,Central Bank of Sudan Official Website Public Asset,PRESERVE,,PRESERVE
CBOS-AST-0153,https://cbos.gov.sd/sites/default/files/styles/publications_255_x_171/public/MFU_2.jpg?itok=rdkGJTzH,https://cbos.gov.sd/ar/periodicals-publications,MFU_2.jpg,cbos-source-assets/original/other/other_153_MFU_2.jpg,31311,jpg,other,CATEGORY 2 — EDITORIAL / ATMOSPHERIC,ar,,MFU 2.jpg,ar_pub,Central Bank of Sudan Official Website Public Asset,REVIEW,,REVIEW
CBOS-AST-0154,https://cbos.gov.sd/sites/default/files/styles/publications_255_x_171/public/MFU_1.jpg?itok=3tgSgJ0O,https://cbos.gov.sd/ar/periodicals-publications,MFU_1.jpg,cbos-source-assets/original/other/other_154_MFU_1.jpg,31311,jpg,other,CATEGORY 2 — EDITORIAL / ATMOSPHERIC,ar,,MFU 1.jpg,ar_pub,Central Bank of Sudan Official Website Public Asset,REVIEW,,REVIEW
CBOS-AST-0155,https://cbos.gov.sd/sites/default/files/styles/publications_255_x_171/public/CBOS%2520logo%2520Black_6_17_10_1_43.jpg?itok=x6WH27HH,https://cbos.gov.sd/ar/periodicals-publications,CBOS%2520logo%2520Black_6_17_10_1_43.jpg,cbos-source-assets/original/other/other_155_CBOS%2520logo%2520Black_6_17_10_1_43.jpg,45595,jpg,other,CATEGORY 1 — OFFICIAL / DOCUMENTARY ASSET,ar,,CBOS%2520logo%2520Black 6 17 10 1 43.jpg,ar_pub,Central Bank of Sudan Official Website Public Asset,PRESERVE,,PRESERVE
CBOS-AST-0156,https://cbos.gov.sd/sites/default/files/styles/publications_255_x_171/public/CBOS%2520logo%2520Black_6_17_10_1_42.jpg?itok=3zVb_qcQ,https://cbos.gov.sd/ar/periodicals-publications,CBOS%2520logo%2520Black_6_17_10_1_42.jpg,cbos-source-assets/original/other/other_156_CBOS%2520logo%2520Black_6_17_10_1_42.jpg,45595,jpg,other,CATEGORY 1 — OFFICIAL / DOCUMENTARY ASSET,ar,,CBOS%2520logo%2520Black 6 17 10 1 42.jpg,ar_pub,Central Bank of Sudan Official Website Public Asset,PRESERVE,,PRESERVE
CBOS-AST-0157,https://cbos.gov.sd/sites/default/files/styles/publications_255_x_171/public/CBOS%20logo%20Black_6_17_9_0_35.jpg?itok=N8qJWNBz,https://cbos.gov.sd/ar/periodicals-publications,CBOS%20logo%20Black_6_17_9_0_35.jpg,cbos-source-assets/original/other/other_157_CBOS%20logo%20Black_6_17_9_0_35.jpg,45595,jpg,other,CATEGORY 1 — OFFICIAL / DOCUMENTARY ASSET,ar,,CBOS%20logo%20Black 6 17 9 0 35.jpg,ar_pub,Central Bank of Sudan Official Website Public Asset,PRESERVE,,PRESERVE
CBOS-AST-0158,https://cbos.gov.sd/sites/default/files/styles/publications_255_x_171/public/CBOS%2520logo%2520Black_6_17_10_1_39.jpg?itok=gjfrOxbc,https://cbos.gov.sd/ar/periodicals-publications,CBOS%2520logo%2520Black_6_17_10_1_39.jpg,cbos-source-assets/original/other/other_158_CBOS%2520logo%2520Black_6_17_10_1_39.jpg,45595,jpg,other,CATEGORY 1 — OFFICIAL / DOCUMENTARY ASSET,ar,,CBOS%2520logo%2520Black 6 17 10 1 39.jpg,ar_pub,Central Bank of Sudan Official Website Public Asset,PRESERVE,,PRESERVE
CBOS-AST-0159,https://cbos.gov.sd/sites/default/files/styles/publications_255_x_171/public/CBOS%2520logo%2520Black_6_17_10_1_33_0.jpg?itok=7VA0pxNw,https://cbos.gov.sd/ar/periodicals-publications,CBOS%2520logo%2520Black_6_17_10_1_33_0.jpg,cbos-source-assets/original/other/other_159_CBOS%2520logo%2520Black_6_17_10_1_33_0.jpg,45732,jpg,other,CATEGORY 1 — OFFICIAL / DOCUMENTARY ASSET,ar,,CBOS%2520logo%2520Black 6 17 10 1 33 0.jpg,ar_pub,Central Bank of Sudan Official Website Public Asset,PRESERVE,,PRESERVE
CBOS-AST-0160,https://cbos.gov.sd/sites/default/files/styles/publications_255_x_171/public/CBOS%2520logo%2520Black_6_17_10_1_38.jpg?itok=ZUzonLz2,https://cbos.gov.sd/ar/periodicals-publications,CBOS%2520logo%2520Black_6_17_10_1_38.jpg,cbos-source-assets/original/other/other_160_CBOS%2520logo%2520Black_6_17_10_1_38.jpg,45595,jpg,other,CATEGORY 1 — OFFICIAL / DOCUMENTARY ASSET,ar,,CBOS%2520logo%2520Black 6 17 10 1 38.jpg,ar_pub,Central Bank of Sudan Official Website Public Asset,PRESERVE,,PRESERVE
CBOS-AST-0161,https://cbos.gov.sd/sites/default/files/styles/publications_255_x_171/public/CBOS%2520logo%2520Black_6_17_9_0_32_0.jpg?itok=vC4E3l4A,https://cbos.gov.sd/ar/periodicals-publications,CBOS%2520logo%2520Black_6_17_9_0_32_0.jpg,cbos-source-assets/original/other/other_161_CBOS%2520logo%2520Black_6_17_9_0_32_0.jpg,45595,jpg,other,CATEGORY 1 — OFFICIAL / DOCUMENTARY ASSET,ar,,CBOS%2520logo%2520Black 6 17 9 0 32 0.jpg,ar_pub,Central Bank of Sudan Official Website Public Asset,PRESERVE,,PRESERVE
CBOS-AST-0162,https://cbos.gov.sd/sites/default/files/styles/publications_255_x_171/public/CBOS%2520logo%2520Black_6_17_9_0_32.jpg?itok=LcMTmejb,https://cbos.gov.sd/ar/periodicals-publications,CBOS%2520logo%2520Black_6_17_9_0_32.jpg,cbos-source-assets/original/other/other_162_CBOS%2520logo%2520Black_6_17_9_0_32.jpg,45595,jpg,other,CATEGORY 1 — OFFICIAL / DOCUMENTARY ASSET,ar,,CBOS%2520logo%2520Black 6 17 9 0 32.jpg,ar_pub,Central Bank of Sudan Official Website Public Asset,PRESERVE,,PRESERVE
CBOS-AST-0163,https://cbos.gov.sd/sites/default/files/styles/publications_255_x_171/public/CBOS%2520logo%2520Black_6_17_10_1_32.jpg?itok=kMY2EI_l,https://cbos.gov.sd/ar/periodicals-publications,CBOS%2520logo%2520Black_6_17_10_1_32.jpg,cbos-source-assets/original/other/other_163_CBOS%2520logo%2520Black_6_17_10_1_32.jpg,45595,jpg,other,CATEGORY 1 — OFFICIAL / DOCUMENTARY ASSET,ar,,CBOS%2520logo%2520Black 6 17 10 1 32.jpg,ar_pub,Central Bank of Sudan Official Website Public Asset,PRESERVE,,PRESERVE
