id,original_url,source_page,original_filename,local_path,size_bytes,format,category,classification,language_context,alt_text,visual_subject,current_usage,rights_or_provenance_note,replacement_strategy,replacement_asset,status
CBOS-AST-0001,https://cbos.gov.sd/sites/all/themes/cbos/logo.png,https://cbos.gov.sd/ar,logo.png,cbos-source-assets/original/other/other_001_logo.png,70096,png,other,CATEGORY 1 — OFFICIAL / DOCUMENTARY ASSET,ar,الرئيسية,logo.png,ar_home,Central Bank of Sudan Official Website Public Asset,PRESERVE,,PRESERVE
CBOS-AST-0002,https://cbos.gov.sd/sites/default/files/styles/home_page_slider/public/StratigicPlanning26-2030.png?itok=lq7eA-NX,https://cbos.gov.sd/ar,StratigicPlanning26-2030.png,cbos-source-assets/original/other/other_002_StratigicPlanning26-2030.png,636142,png,other,CATEGORY 2 — EDITORIAL / ATMOSPHERIC,ar,,StratigicPlanning26 2030.png,ar_home,Central Bank of Sudan Official Website Public Asset,REVIEW,,REVIEW
CBOS-AST-0003,https://cbos.gov.sd/sites/default/files/styles/home_page_slider/public/anniversary66.jpg?itok=ggsTuFt-,https://cbos.gov.sd/ar,anniversary66.jpg,cbos-source-assets/original/homepage/homepage_003_anniversary66.jpg,429170,jpg,homepage,CATEGORY 1 — OFFICIAL / DOCUMENTARY ASSET,ar,,anniversary66.jpg,ar_home,Central Bank of Sudan Official Website Public Asset,PRESERVE,,PRESERVE
CBOS-AST-0004,https://cbos.gov.sd/sites/default/files/styles/home_page_slider/public/2000front.jpg?itok=MABsb3An,https://cbos.gov.sd/ar,2000front.jpg,cbos-source-assets/original/currency/currency_004_2000front.jpg,433262,jpg,currency,CATEGORY 1 — OFFICIAL / DOCUMENTARY ASSET,ar,,2000front.jpg,ar_home,Central Bank of Sudan Official Website Public Asset,PRESERVE,,PRESERVE
CBOS-AST-0005,https://cbos.gov.sd/sites/default/files/styles/home_page_slider/public/500-front1_resized.jpg?itok=kmhq1-uJ,https://cbos.gov.sd/ar,500-front1_resized.jpg,cbos-source-assets/original/currency/currency_005_500-front1_resized.jpg,471229,jpg,currency,CATEGORY 1 — OFFICIAL / DOCUMENTARY ASSET,ar,,500 front1 resized.jpg,ar_home,Central Bank of Sudan Official Website Public Asset,PRESERVE,,PRESERVE
CBOS-AST-0006,https://cbos.gov.sd/sites/default/files/governor_home_page_final.png,https://cbos.gov.sd/ar,governor_home_page_final.png,cbos-source-assets/original/leadership/leadership_006_governor_home_page_final.png,1356090,png,leadership,CATEGORY 1 — OFFICIAL / DOCUMENTARY ASSET,ar,,governor home page final.png,ar_home,Central Bank of Sudan Official Website Public Asset,PRESERVE,,PRESERVE
CBOS-AST-0007,https://cbos.gov.sd/sites/default/files/headquarter.png,https://cbos.gov.sd/ar,headquarter.png,cbos-source-assets/original/buildings/buildings_007_headquarter.png,2258313,png,buildings,CATEGORY 1 — OFFICIAL / DOCUMENTARY ASSET,ar,,headquarter.png,ar_home,Central Bank of Sudan Official Website Public Asset,PRESERVE,,PRESERVE
CBOS-AST-0008,https://cbos.gov.sd/sites/default/files/home-page_1.jpg,https://cbos.gov.sd/ar,home-page_1.jpg,cbos-source-assets/original/homepage/homepage_008_home-page_1.jpg,33613,jpg,homepage,CATEGORY 1 — OFFICIAL / DOCUMENTARY ASSET,ar,,home page 1.jpg,ar_home,Central Bank of Sudan Official Website Public Asset,PRESERVE,,PRESERVE
CBOS-AST-0009,https://cbos.gov.sd/sites/default/files/Ramadan%20Kareem02.jpg,https://cbos.gov.sd/ar,Ramadan%20Kareem02.jpg,cbos-source-assets/original/other/other_009_Ramadan%20Kareem02.jpg,35753,jpg,other,CATEGORY 2 — EDITORIAL / ATMOSPHERIC,ar,,Ramadan%20Kareem02.jpg,ar_home,Central Bank of Sudan Official Website Public Asset,REVIEW,,REVIEW
CBOS-AST-0010,https://cbos.gov.sd/sites/default/files/styles/news_front_257_x_160/public/%D8%A7%D9%84%D8%B4%D8%B9%D8%A7%D8%B1%20%D8%A7%D8%B2%D8%B1%D9%82_14.jpg?itok=KgAuSPRZ,https://cbos.gov.sd/ar,%D8%A7%D9%84%D8%B4%D8%B9%D8%A7%D8%B1%20%D8%A7%D8%B2%D8%B1%D9%82_14.jpg,cbos-source-assets/original/other/other_010_%D8%A7%D9%84%D8%B4%D8%B9%D8%A7%D8%B1%20%D8%A7%D8%B2%D8%B1%D9%82_14.jpg,52772,jpg,other,CATEGORY 2 — EDITORIAL / ATMOSPHERIC,ar,,%D8%A7%D9%84%D8%B4%D8%B9%D8%A7%D8%B1%20%D8%A7%D8%B2%D8%B1%D9%82 14.jpg,ar_home,Central Bank of Sudan Official Website Public Asset,REVIEW,,REVIEW
CBOS-AST-0011,https://cbos.gov.sd/sites/default/files/styles/news_front_257_x_160/public/%D8%A7%D9%84%D8%B4%D8%B9%D8%A7%D8%B1%20%D8%A7%D8%B2%D8%B1%D9%82_11.jpg?itok=kV2e8Ngs,https://cbos.gov.sd/ar,%D8%A7%D9%84%D8%B4%D8%B9%D8%A7%D8%B1%20%D8%A7%D8%B2%D8%B1%D9%82_11.jpg,cbos-source-assets/original/other/other_011_%D8%A7%D9%84%D8%B4%D8%B9%D8%A7%D8%B1%20%D8%A7%D8%B2%D8%B1%D9%82_11.jpg,52772,jpg,other,CATEGORY 2 — EDITORIAL / ATMOSPHERIC,ar,,%D8%A7%D9%84%D8%B4%D8%B9%D8%A7%D8%B1%20%D8%A7%D8%B2%D8%B1%D9%82 11.jpg,ar_home,Central Bank of Sudan Official Website Public Asset,REVIEW,,REVIEW
CBOS-AST-0012,https://cbos.gov.sd/sites/default/files/styles/important_subjects/public/%D8%A7%D9%84%D8%B4%D8%B9%D8%A7%D8%B1%20%D8%A7%D8%B2%D8%B1%D9%82_3.jpg?itok=hQR3SeNJ,https://cbos.gov.sd/ar,%D8%A7%D9%84%D8%B4%D8%B9%D8%A7%D8%B1%20%D8%A7%D8%B2%D8%B1%D9%82_3.jpg,cbos-source-assets/original/other/other_012_%D8%A7%D9%84%D8%B4%D8%B9%D8%A7%D8%B1%20%D8%A7%D8%B2%D8%B1%D9%82_3.jpg,26357,jpg,other,CATEGORY 2 — EDITORIAL / ATMOSPHERIC,ar,,%D8%A7%D9%84%D8%B4%D8%B9%D8%A7%D8%B1%20%D8%A7%D8%B2%D8%B1%D9%82 3.jpg,ar_home,Central Bank of Sudan Official Website Public Asset,REVIEW,,REVIEW
CBOS-AST-0013,https://cbos.gov.sd/sites/default/files/styles/important_subjects/public/WhatsApp%20Image%202024-12-21%20at%2012.26.02_c0d29d0d_1.jpg?itok=Mp-sBb5K,https://cbos.gov.sd/ar,WhatsApp%20Image%202024-12-21%20at%2012.26.02_c0d29d0d_1.jpg,cbos-source-assets/original/other/other_013_WhatsApp%20Image%202024-12-21%20at%2012.26.02_c0d29d0d_1.jpg,26979,jpg,other,CATEGORY 2 — EDITORIAL / ATMOSPHERIC,ar,,WhatsApp%20Image%202024 12 21%20at%2012.26.02 c0d29d0d 1.jpg,ar_home,Central Bank of Sudan Official Website Public Asset,REVIEW,,REVIEW
CBOS-AST-0014,https://cbos.gov.sd/sites/default/files/styles/important_subjects/public/CBOS%2520logo%2520Black_6_17_10_1_38_52.jpg?itok=M5PPAdPV,https://cbos.gov.sd/ar,CBOS%2520logo%2520Black_6_17_10_1_38_52.jpg,cbos-source-assets/original/other/other_014_CBOS%2520logo%2520Black_6_17_10_1_38_52.jpg,21860,jpg,other,CATEGORY 1 — OFFICIAL / DOCUMENTARY ASSET,ar,,CBOS%2520logo%2520Black 6 17 10 1 38 52.jpg,ar_home,Central Bank of Sudan Official Website Public Asset,PRESERVE,,PRESERVE
CBOS-AST-0015,https://cbos.gov.sd/sites/default/files/styles/important_subjects/public/1_4.png?itok=bmAIep21,https://cbos.gov.sd/ar,1_4.png,cbos-source-assets/original/other/other_015_1_4.png,35523,png,other,CATEGORY 2 — EDITORIAL / ATMOSPHERIC,ar,,1 4.png,ar_home,Central Bank of Sudan Official Website Public Asset,REVIEW,,REVIEW
CBOS-AST-0016,https://cbos.gov.sd/sites/default/files/styles/important_subjects/public/2_2.png?itok=40ueL4Ig,https://cbos.gov.sd/ar,2_2.png,cbos-source-assets/original/other/other_016_2_2.png,22920,png,other,CATEGORY 2 — EDITORIAL / ATMOSPHERIC,ar,,2 2.png,ar_home,Central Bank of Sudan Official Website Public Asset,REVIEW,,REVIEW
CBOS-AST-0017,https://cbos.gov.sd/sites/default/files/styles/important_subjects/public/3_2.png?itok=k7tGG8Vx,https://cbos.gov.sd/ar,3_2.png,cbos-source-assets/original/other/other_017_3_2.png,10664,png,other,CATEGORY 2 — EDITORIAL / ATMOSPHERIC,ar,,3 2.png,ar_home,Central Bank of Sudan Official Website Public Asset,REVIEW,,REVIEW
CBOS-AST-0018,https://cbos.gov.sd/sites/default/files/styles/periodicals_and_publications/public/annua_ar.jpg?itok=ZKzBu-Gs,https://cbos.gov.sd/ar,annua_ar.jpg,cbos-source-assets/original/other/other_018_annua_ar.jpg,42522,jpg,other,CATEGORY 2 — EDITORIAL / ATMOSPHERIC,ar,,annua ar.jpg,ar_home,Central Bank of Sudan Official Website Public Asset,REVIEW,,REVIEW
CBOS-AST-0019,https://cbos.gov.sd/sites/default/files/styles/periodicals_and_publications/public/CBOS%20logo%20Black_6_17_10_1_1_0_0.jpg?itok=AwYLzB_8,https://cbos.gov.sd/ar,CBOS%20logo%20Black_6_17_10_1_1_0_0.jpg,cbos-source-assets/original/other/other_019_CBOS%20logo%20Black_6_17_10_1_1_0_0.jpg,59548,jpg,other,CATEGORY 1 — OFFICIAL / DOCUMENTARY ASSET,ar,,CBOS%20logo%20Black 6 17 10 1 1 0 0.jpg,ar_home,Central Bank of Sudan Official Website Public Asset,PRESERVE,,PRESERVE
CBOS-AST-0020,https://cbos.gov.sd/sites/default/files/styles/periodicals_and_publications/public/bulitin%20cover_1.jpg?itok=VniMYHFz,https://cbos.gov.sd/ar,bulitin%20cover_1.jpg,cbos-source-assets/original/other/other_020_bulitin%20cover_1.jpg,51381,jpg,other,CATEGORY 2 — EDITORIAL / ATMOSPHERIC,ar,,bulitin%20cover 1.jpg,ar_home,Central Bank of Sudan Official Website Public Asset,REVIEW,,REVIEW
CBOS-AST-0021,https://cbos.gov.sd/sites/default/files/styles/periodicals_and_publications/public/digest%20cover_1_0.jpg?itok=GRl5_C03,https://cbos.gov.sd/ar,digest%20cover_1_0.jpg,cbos-source-assets/original/publications/publications_021_digest%20cover_1_0.jpg,51820,jpg,publications,CATEGORY 1 — OFFICIAL / DOCUMENTARY ASSET,ar,,digest%20cover 1 0.jpg,ar_home,Central Bank of Sudan Official Website Public Asset,PRESERVE,,PRESERVE
CBOS-AST-0022,https://cbos.gov.sd/sites/default/files/styles/periodicals_and_publications/public/MASRAFI01_0.jpg?itok=i-qZ3mB6,https://cbos.gov.sd/ar,MASRAFI01_0.jpg,cbos-source-assets/original/publications/publications_022_MASRAFI01_0.jpg,68050,jpg,publications,CATEGORY 1 — OFFICIAL / DOCUMENTARY ASSET,ar,,MASRAFI01 0.jpg,ar_home,Central Bank of Sudan Official Website Public Asset,PRESERVE,,PRESERVE
CBOS-AST-0023,https://cbos.gov.sd/sites/default/files/styles/periodicals_and_publications/public/Markazi_CBOS_0_0.png?itok=xcqWPHfw,https://cbos.gov.sd/ar,Markazi_CBOS_0_0.png,cbos-source-assets/original/other/other_023_Markazi_CBOS_0_0.png,122469,png,other,CATEGORY 2 — EDITORIAL / ATMOSPHERIC,ar,,Markazi CBOS 0 0.png,ar_home,Central Bank of Sudan Official Website Public Asset,REVIEW,,REVIEW
CBOS-AST-0024,https://cbos.gov.sd/sites/default/files/styles/periodicals_and_publications/public/nashra_a_e_0.jpg?itok=pNVn4vxP,https://cbos.gov.sd/ar,nashra_a_e_0.jpg,cbos-source-assets/original/publications/publications_024_nashra_a_e_0.jpg,64572,jpg,publications,CATEGORY 1 — OFFICIAL / DOCUMENTARY ASSET,ar,,nashra a e 0.jpg,ar_home,Central Bank of Sudan Official Website Public Asset,PRESERVE,,PRESERVE
CBOS-AST-0025,https://cbos.gov.sd/sites/default/files/styles/periodicals_and_publications/public/STUDIES_ar_0.jpg?itok=vCztIFcq,https://cbos.gov.sd/ar,STUDIES_ar_0.jpg,cbos-source-assets/original/other/other_025_STUDIES_ar_0.jpg,44681,jpg,other,CATEGORY 2 — EDITORIAL / ATMOSPHERIC,ar,,STUDIES ar 0.jpg,ar_home,Central Bank of Sudan Official Website Public Asset,REVIEW,,REVIEW
CBOS-AST-0026,https://cbos.gov.sd/sites/default/files/styles/periodicals_and_publications/public/PIN_0.jpg?itok=Dzbi6p1Z,https://cbos.gov.sd/ar,PIN_0.jpg,cbos-source-assets/original/other/other_026_PIN_0.jpg,36256,jpg,other,CATEGORY 2 — EDITORIAL / ATMOSPHERIC,ar,,PIN 0.jpg,ar_home,Central Bank of Sudan Official Website Public Asset,REVIEW,,REVIEW
CBOS-AST-0027,https://cbos.gov.sd/sites/default/files/styles/periodicals_and_publications/public/cc4_4_14.png?itok=1g3yEXrt,https://cbos.gov.sd/ar,cc4_4_14.png,cbos-source-assets/original/other/other_027_cc4_4_14.png,128286,png,other,CATEGORY 2 — EDITORIAL / ATMOSPHERIC,ar,,cc4 4 14.png,ar_home,Central Bank of Sudan Official Website Public Asset,REVIEW,,REVIEW
CBOS-AST-0028,https://cbos.gov.sd/sites/default/files/styles/periodicals_and_publications/public/cc4_2_0.png?itok=weO4fTvS,https://cbos.gov.sd/ar,cc4_2_0.png,cbos-source-assets/original/other/other_028_cc4_2_0.png,128520,png,other,CATEGORY 2 — EDITORIAL / ATMOSPHERIC,ar,,cc4 2 0.png,ar_home,Central Bank of Sudan Official Website Public Asset,REVIEW,,REVIEW
CBOS-AST-0029,https://cbos.gov.sd/sites/default/files/styles/third_home_content/public/default_images/Icon_90x100_0.png?itok=ktYhawdE,https://cbos.gov.sd/ar,Icon_90x100_0.png,cbos-source-assets/original/currency/currency_029_Icon_90x100_0.png,11060,png,currency,CATEGORY 1 — OFFICIAL / DOCUMENTARY ASSET,ar,,Icon 90x100 0.png,ar_home,Central Bank of Sudan Official Website Public Asset,PRESERVE,,PRESERVE
CBOS-AST-0030,https://cbos.gov.sd/sites/default/files/styles/home_page_slider/public/2000back.jpg?itok=r7UIUf9f,https://cbos.gov.sd/en,2000back.jpg,cbos-source-assets/original/currency/currency_030_2000back.jpg,447325,jpg,currency,CATEGORY 1 — OFFICIAL / DOCUMENTARY ASSET,en,,2000back.jpg,en_home,Central Bank of Sudan Official Website Public Asset,PRESERVE,,PRESERVE
CBOS-AST-0031,https://cbos.gov.sd/sites/default/files/governor_home_page_final_0.png,https://cbos.gov.sd/en,governor_home_page_final_0.png,cbos-source-assets/original/leadership/leadership_031_governor_home_page_final_0.png,1356090,png,leadership,CATEGORY 1 — OFFICIAL / DOCUMENTARY ASSET,en,,governor home page final 0.png,en_home,Central Bank of Sudan Official Website Public Asset,PRESERVE,,PRESERVE
CBOS-AST-0032,https://cbos.gov.sd/sites/default/files/home-page-currencies.png,https://cbos.gov.sd/en,home-page-currencies.png,cbos-source-assets/original/homepage/homepage_032_home-page-currencies.png,151086,png,homepage,CATEGORY 1 — OFFICIAL / DOCUMENTARY ASSET,en,,home page currencies.png,en_home,Central Bank of Sudan Official Website Public Asset,PRESERVE,,PRESERVE
CBOS-AST-0033,https://cbos.gov.sd/sites/default/files/styles/news_front_257_x_160/public/logo_1.jpg?itok=Z8uC5bbm,https://cbos.gov.sd/en,logo_1.jpg,cbos-source-assets/original/other/other_033_logo_1.jpg,75245,jpg,other,CATEGORY 1 — OFFICIAL / DOCUMENTARY ASSET,en,,logo 1.jpg,en_home,Central Bank of Sudan Official Website Public Asset,PRESERVE,,PRESERVE
CBOS-AST-0034,https://cbos.gov.sd/sites/default/files/styles/important_subjects/public/6.png?itok=yd8C_S7W,https://cbos.gov.sd/en,6.png,cbos-source-assets/original/other/other_034_6.png,10591,png,other,CATEGORY 2 — EDITORIAL / ATMOSPHERIC,en,,6.png,en_home,Central Bank of Sudan Official Website Public Asset,REVIEW,,REVIEW
CBOS-AST-0035,https://cbos.gov.sd/sites/default/files/styles/important_subjects/public/5.png?itok=_i7dGbzV,https://cbos.gov.sd/en,5.png,cbos-source-assets/original/other/other_035_5.png,20033,png,other,CATEGORY 2 — EDITORIAL / ATMOSPHERIC,en,,5.png,en_home,Central Bank of Sudan Official Website Public Asset,REVIEW,,REVIEW
CBOS-AST-0036,https://cbos.gov.sd/sites/default/files/styles/important_subjects/public/4_2.png?itok=p81kkz1e,https://cbos.gov.sd/en,4_2.png,cbos-source-assets/original/other/other_036_4_2.png,32426,png,other,CATEGORY 2 — EDITORIAL / ATMOSPHERIC,en,,4 2.png,en_home,Central Bank of Sudan Official Website Public Asset,REVIEW,,REVIEW
CBOS-AST-0037,https://cbos.gov.sd/sites/default/files/styles/important_subjects/public/3_1.png?itok=2dT8TscC,https://cbos.gov.sd/en,3_1.png,cbos-source-assets/original/other/other_037_3_1.png,10664,png,other,CATEGORY 2 — EDITORIAL / ATMOSPHERIC,en,,3 1.png,en_home,Central Bank of Sudan Official Website Public Asset,REVIEW,,REVIEW
CBOS-AST-0038,https://cbos.gov.sd/sites/default/files/styles/important_subjects/public/2_1.png?itok=k5ZTeqMF,https://cbos.gov.sd/en,2_1.png,cbos-source-assets/original/other/other_038_2_1.png,22920,png,other,CATEGORY 2 — EDITORIAL / ATMOSPHERIC,en,,2 1.png,en_home,Central Bank of Sudan Official Website Public Asset,REVIEW,,REVIEW
CBOS-AST-0039,https://cbos.gov.sd/sites/default/files/styles/important_subjects/public/1_3.png?itok=A1mi8cdn,https://cbos.gov.sd/en,1_3.png,cbos-source-assets/original/other/other_039_1_3.png,35523,png,other,CATEGORY 2 — EDITORIAL / ATMOSPHERIC,en,,1 3.png,en_home,Central Bank of Sudan Official Website Public Asset,REVIEW,,REVIEW
CBOS-AST-0040,https://cbos.gov.sd/sites/default/files/styles/periodicals_and_publications/public/annua_en.jpg?itok=A9ux51sF,https://cbos.gov.sd/en,annua_en.jpg,cbos-source-assets/original/other/other_040_annua_en.jpg,41850,jpg,other,CATEGORY 2 — EDITORIAL / ATMOSPHERIC,en,,annua en.jpg,en_home,Central Bank of Sudan Official Website Public Asset,REVIEW,,REVIEW
CBOS-AST-0041,https://cbos.gov.sd/sites/default/files/styles/periodicals_and_publications/public/bulitin%20cover_1_0.jpg?itok=OEzDA6t0,https://cbos.gov.sd/en,bulitin%20cover_1_0.jpg,cbos-source-assets/original/other/other_041_bulitin%20cover_1_0.jpg,51381,jpg,other,CATEGORY 2 — EDITORIAL / ATMOSPHERIC,en,,bulitin%20cover 1 0.jpg,en_home,Central Bank of Sudan Official Website Public Asset,REVIEW,,REVIEW
CBOS-AST-0042,https://cbos.gov.sd/sites/default/files/styles/periodicals_and_publications/public/digest%20cover_1.jpg?itok=rTBRg-Gx,https://cbos.gov.sd/en,digest%20cover_1.jpg,cbos-source-assets/original/publications/publications_042_digest%20cover_1.jpg,51820,jpg,publications,CATEGORY 1 — OFFICIAL / DOCUMENTARY ASSET,en,,digest%20cover 1.jpg,en_home,Central Bank of Sudan Official Website Public Asset,PRESERVE,,PRESERVE
CBOS-AST-0043,https://cbos.gov.sd/sites/default/files/styles/periodicals_and_publications/public/MASRAFI01_0_0.jpg?itok=gCmVmneq,https://cbos.gov.sd/en,MASRAFI01_0_0.jpg,cbos-source-assets/original/publications/publications_043_MASRAFI01_0_0.jpg,68050,jpg,publications,CATEGORY 1 — OFFICIAL / DOCUMENTARY ASSET,en,,MASRAFI01 0 0.jpg,en_home,Central Bank of Sudan Official Website Public Asset,PRESERVE,,PRESERVE
CBOS-AST-0044,https://cbos.gov.sd/sites/default/files/styles/periodicals_and_publications/public/nashra_a_e_0_0.jpg?itok=jN6Z6pez,https://cbos.gov.sd/en,nashra_a_e_0_0.jpg,cbos-source-assets/original/publications/publications_044_nashra_a_e_0_0.jpg,64572,jpg,publications,CATEGORY 1 — OFFICIAL / DOCUMENTARY ASSET,en,,nashra a e 0 0.jpg,en_home,Central Bank of Sudan Official Website Public Asset,PRESERVE,,PRESERVE
CBOS-AST-0045,https://cbos.gov.sd/sites/default/files/styles/periodicals_and_publications/public/Markazi_CBOS_0.png?itok=DOtVYOPY,https://cbos.gov.sd/en,Markazi_CBOS_0.png,cbos-source-assets/original/other/other_045_Markazi_CBOS_0.png,122469,png,other,CATEGORY 2 — EDITORIAL / ATMOSPHERIC,en,,Markazi CBOS 0.png,en_home,Central Bank of Sudan Official Website Public Asset,REVIEW,,REVIEW
CBOS-AST-0046,https://cbos.gov.sd/sites/default/files/styles/periodicals_and_publications/public/cc4_4_14_0.png?itok=cdV3Ey5m,https://cbos.gov.sd/en,cc4_4_14_0.png,cbos-source-assets/original/other/other_046_cc4_4_14_0.png,128286,png,other,CATEGORY 2 — EDITORIAL / ATMOSPHERIC,en,,cc4 4 14 0.png,en_home,Central Bank of Sudan Official Website Public Asset,REVIEW,,REVIEW
CBOS-AST-0047,https://cbos.gov.sd/sites/default/files/styles/periodicals_and_publications/public/cc4_2.png?itok=pTvuT9-L,https://cbos.gov.sd/en,cc4_2.png,cbos-source-assets/original/other/other_047_cc4_2.png,128520,png,other,CATEGORY 2 — EDITORIAL / ATMOSPHERIC,en,,cc4 2.png,en_home,Central Bank of Sudan Official Website Public Asset,REVIEW,,REVIEW
CBOS-AST-0048,https://cbos.gov.sd/sites/default/files/styles/periodicals_and_publications/public/cc4_3.png?itok=SrRVRjUz,https://cbos.gov.sd/en,cc4_3.png,cbos-source-assets/original/other/other_048_cc4_3.png,128520,png,other,CATEGORY 2 — EDITORIAL / ATMOSPHERIC,en,,cc4 3.png,en_home,Central Bank of Sudan Official Website Public Asset,REVIEW,,REVIEW
CBOS-AST-0049,https://cbos.gov.sd/sites/all/themes/cbos/images/Logo-inner.png,https://cbos.gov.sd/ar/periodicals-publications,Logo-inner.png,cbos-source-assets/original/other/other_049_Logo-inner.png,8777,png,other,CATEGORY 1 — OFFICIAL / DOCUMENTARY ASSET,ar,,Logo inner.png,ar_pub,Central Bank of Sudan Official Website Public Asset,PRESERVE,,PRESERVE
CBOS-AST-0050,https://cbos.gov.sd/sites/default/files/styles/publications_255_x_171/public/%D8%A7%D9%84%D8%B4%D8%B9%D8%A7%D8%B1%20%D8%A7%D8%B2%D8%B1%D9%82%20%28002%29_1.jpg?itok=OlO4CM-v,https://cbos.gov.sd/ar/periodicals-publications,%D8%A7%D9%84%D8%B4%D8%B9%D8%A7%D8%B1%20%D8%A7%D8%B2%D8%B1%D9%82%20%28002%29_1.jpg,cbos-source-assets/original/other/other_050_%D8%A7%D9%84%D8%B4%D8%B9%D8%A7%D8%B1%20%D8%A7%D8%B2%D8%B1%D9%82%20%28002%29_1.jpg,52256,jpg,other,CATEGORY 2 — EDITORIAL / ATMOSPHERIC,ar,,%D8%A7%D9%84%D8%B4%D8%B9%D8%A7%D8%B1%20%D8%A7%D8%B2%D8%B1%D9%82%20%28002%29 1.jpg,ar_pub,Central Bank of Sudan Official Website Public Asset,REVIEW,,REVIEW
CBOS-AST-0051,https://cbos.gov.sd/sites/default/files/styles/publications_255_x_171/public/%D8%A7%D9%84%D8%B4%D8%B9%D8%A7%D8%B1%20%D8%A7%D8%B2%D8%B1%D9%82_13.jpg?itok=MqpCJanT,https://cbos.gov.sd/ar/periodicals-publications,%D8%A7%D9%84%D8%B4%D8%B9%D8%A7%D8%B1%20%D8%A7%D8%B2%D8%B1%D9%82_13.jpg,cbos-source-assets/original/other/other_051_%D8%A7%D9%84%D8%B4%D8%B9%D8%A7%D8%B1%20%D8%A7%D8%B2%D8%B1%D9%82_13.jpg,52942,jpg,other,CATEGORY 2 — EDITORIAL / ATMOSPHERIC,ar,,%D8%A7%D9%84%D8%B4%D8%B9%D8%A7%D8%B1%20%D8%A7%D8%B2%D8%B1%D9%82 13.jpg,ar_pub,Central Bank of Sudan Official Website Public Asset,REVIEW,,REVIEW
CBOS-AST-0052,https://cbos.gov.sd/sites/default/files/styles/publications_255_x_171/public/%D8%A7%D9%84%D8%B4%D8%B9%D8%A7%D8%B1%20%D8%A7%D8%B2%D8%B1%D9%82%20%28002%29_0.jpg?itok=w7U-A68d,https://cbos.gov.sd/ar/periodicals-publications,%D8%A7%D9%84%D8%B4%D8%B9%D8%A7%D8%B1%20%D8%A7%D8%B2%D8%B1%D9%82%20%28002%29_0.jpg,cbos-source-assets/original/other/other_052_%D8%A7%D9%84%D8%B4%D8%B9%D8%A7%D8%B1%20%D8%A7%D8%B2%D8%B1%D9%82%20%28002%29_0.jpg,52256,jpg,other,CATEGORY 2 — EDITORIAL / ATMOSPHERIC,ar,,%D8%A7%D9%84%D8%B4%D8%B9%D8%A7%D8%B1%20%D8%A7%D8%B2%D8%B1%D9%82%20%28002%29 0.jpg,ar_pub,Central Bank of Sudan Official Website Public Asset,REVIEW,,REVIEW
CBOS-AST-0053,https://cbos.gov.sd/sites/default/files/styles/publications_255_x_171/public/%D8%B4%D8%B9%D8%A7%D8%B1%20%D8%A7%D9%84%D8%A8%D9%86%D9%83_4.jpg?itok=St16KNCK,https://cbos.gov.sd/ar/periodicals-publications,%D8%B4%D8%B9%D8%A7%D8%B1%20%D8%A7%D9%84%D8%A8%D9%86%D9%83_4.jpg,cbos-source-assets/original/other/other_053_%D8%B4%D8%B9%D8%A7%D8%B1%20%D8%A7%D9%84%D8%A8%D9%86%D9%83_4.jpg,41110,jpg,other,CATEGORY 2 — EDITORIAL / ATMOSPHERIC,ar,,%D8%B4%D8%B9%D8%A7%D8%B1%20%D8%A7%D9%84%D8%A8%D9%86%D9%83 4.jpg,ar_pub,Central Bank of Sudan Official Website Public Asset,REVIEW,,REVIEW
CBOS-AST-0054,https://cbos.gov.sd/sites/default/files/styles/publications_255_x_171/public/%D8%B4%D8%B9%D8%A7%D8%B1%20%D8%A7%D9%84%D8%A8%D9%86%D9%83_0%20%281%29_3_10.jpg?itok=8JkevQ0M,https://cbos.gov.sd/ar/periodicals-publications,%D8%B4%D8%B9%D8%A7%D8%B1%20%D8%A7%D9%84%D8%A8%D9%86%D9%83_0%20%281%29_3_10.jpg,cbos-source-assets/original/other/other_054_%D8%B4%D8%B9%D8%A7%D8%B1%20%D8%A7%D9%84%D8%A8%D9%86%D9%83_0%20%281%29_3_10.jpg,39701,jpg,other,CATEGORY 2 — EDITORIAL / ATMOSPHERIC,ar,,%D8%B4%D8%B9%D8%A7%D8%B1%20%D8%A7%D9%84%D8%A8%D9%86%D9%83 0%20%281%29 3 10.jpg,ar_pub,Central Bank of Sudan Official Website Public Asset,REVIEW,,REVIEW
CBOS-AST-0055,https://cbos.gov.sd/sites/default/files/styles/publications_255_x_171/public/%D8%B4%D8%B9%D8%A7%D8%B1%20%D8%A7%D9%84%D8%A8%D9%86%D9%83_0%20%281%29_3_9.jpg?itok=-6MIuWHL,https://cbos.gov.sd/ar/periodicals-publications,%D8%B4%D8%B9%D8%A7%D8%B1%20%D8%A7%D9%84%D8%A8%D9%86%D9%83_0%20%281%29_3_9.jpg,cbos-source-assets/original/other/other_055_%D8%B4%D8%B9%D8%A7%D8%B1%20%D8%A7%D9%84%D8%A8%D9%86%D9%83_0%20%281%29_3_9.jpg,39701,jpg,other,CATEGORY 2 — EDITORIAL / ATMOSPHERIC,ar,,%D8%B4%D8%B9%D8%A7%D8%B1%20%D8%A7%D9%84%D8%A8%D9%86%D9%83 0%20%281%29 3 9.jpg,ar_pub,Central Bank of Sudan Official Website Public Asset,REVIEW,,REVIEW
